Name,BitsAmount,AverageDualSumTimeMS,AverageDualSumTimeNS
1,104,0,15844
2,496,0,21656
3,888,0,23936
4,1288,0,23888
5,1680,0,22320
6,2080,0,24172
7,2472,0,24472
8,2872,0,13384
9,3264,0,13112
10,3664,0,14816
11,4056,0,16048
12,4456,0,19200
13,4848,0,19252
14,5248,0,4644
15,5640,0,5160
16,6040,0,5844
17,6432,0,5716
18,6832,0,5380
19,7224,0,6836
20,7624,0,6516
