Name,BitsAmount,AverageDualSumTimeMS,AverageDualSumTimeNS
1,104,0,15500
2,496,0,34532
3,888,0,28656
4,1288,0,29960
5,1680,0,32732
6,2080,0,17644
7,2472,0,13820
8,2872,0,20284
9,3264,0,14696
10,3664,0,15008
11,4056,0,18436
12,4456,0,5248
13,4848,0,5452
14,5248,0,4880
15,5640,0,5696
16,6040,0,6032
17,6432,0,6828
18,6832,0,6828
19,7224,0,6424
20,7624,0,10796
