Name,BitsAmount,AverageDualSumTimeMS,AverageDualSumTimeNS
1,8,0,3960
2,8,0,4760
3,8,0,4316
4,16,0,5468
5,16,0,5236
6,24,0,7688
7,24,0,5808
8,32,0,6308
9,32,0,5980
10,40,0,8396
11,40,0,3520
12,48,0,3148
13,48,0,3468
14,56,0,3508
15,56,0,3872
16,64,0,3696
17,64,0,3488
18,72,0,4644
19,72,0,3780
20,80,0,5300
