Name,BitsAmount,AverageDualSumTimeMS,AverageDualSumTimeNS
1,8,0,3972
2,8,0,4140
3,8,0,4264
4,16,0,5552
5,16,0,5128
6,24,0,4972
7,24,0,5296
8,32,0,6076
9,32,0,5944
10,40,0,9476
11,40,0,3124
12,48,0,3328
13,48,0,3452
14,56,0,3816
15,56,0,3828
16,64,0,3440
17,64,0,2824
18,72,0,2840
19,72,0,2784
20,80,0,4264
